Dex,Name,Type1,Type2,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Total,Level-Up Moves
862,Obstagoon,Dark,Normal,93,90,101,60,81,95,520,Obstruct (Lv 0); Cross Chop (Lv 1); Submission (Lv 1); Night Slash (Lv 1); Switcheroo (Lv 1); Pin Missile (Lv 1); Baby-Doll Eyes (Lv 1); Tackle (Lv 1); Leer (Lv 1); Sand Attack (Lv 1); Lick (Lv 1); Snarl (Lv 9); Headbutt (Lv 12); Hone Claws (Lv 15); Fury Swipes (Lv 18); Rest (Lv 23); Take Down (Lv 28); Scary Face (Lv 35); Counter (Lv 42); Taunt (Lv 49); Double-Edge (Lv 56)
863,Perrserker,Steel,,70,110,100,50,60,50,440,Iron Head (Lv 0); Scratch (Lv 1); Growl (Lv 1); Fake Out (Lv 1); Iron Defense (Lv 1); Metal Burst (Lv 1); Hone Claws (Lv 1); Pay Day (Lv 12); Metal Claw (Lv 16); Taunt (Lv 20); Swagger (Lv 24); Fury Swipes (Lv 31); Screech (Lv 36); Slash (Lv 42); Metal Sound (Lv 48); Thrash (Lv 54)
864,Cursola,Ghost,,60,95,50,145,130,30,510,Perish Song (Lv 1); Tackle (Lv 1); Harden (Lv 1); Astonish (Lv 1); Disable (Lv 1); Spite (Lv 15); Ancient Power (Lv 20); Hex (Lv 25); Curse (Lv 30); Strength Sap (Lv 35); Power Gem (Lv 40); Night Shade (Lv 45); Grudge (Lv 50); Mirror Coat (Lv 55)
865,Sirfetch’d,Fighting,,62,135,95,68,82,65,507,Iron Defense (Lv 0); First Impression (Lv 1); Peck (Lv 1); Sand Attack (Lv 1); Leer (Lv 1); Fury Cutter (Lv 1); Rock Smash (Lv 15); Brutal Swing (Lv 20); Detect (Lv 25); Knock Off (Lv 30); Defog (Lv 35); Brick Break (Lv 40); Swords Dance (Lv 45); Slam (Lv 50); Leaf Blade (Lv 55); Final Gambit (Lv 60); Brave Bird (Lv 65); Meteor Assault (Lv 70)
866,Mr. Rime,Ice,Psychic,80,85,75,110,100,70,520,Fake Tears (Lv 1); Slack Off (Lv 1); After You (Lv 1); Block (Lv 1); Copycat (Lv 1); Encore (Lv 1); Role Play (Lv 1); Protect (Lv 1); Recycle (Lv 1); Mimic (Lv 1); Light Screen (Lv 1); Reflect (Lv 1); Safeguard (Lv 1); Dazzling Gleam (Lv 1); Misty Terrain (Lv 1); Pound (Lv 1); Rapid Spin (Lv 1); Baton Pass (Lv 1); Ice Shard (Lv 1); Confusion (Lv 12); Ally Switch (Lv 16); Icy Wind (Lv 20); Double Kick (Lv 24); Psybeam (Lv 28); Hypnosis (Lv 32); Mirror Coat (Lv 36); Sucker Punch (Lv 40); Freeze-Dry (Lv 44); Psychic (Lv 48); Teeter Dance (Lv 52)
867,Runerigus,Ground,Ghost,58,95,145,50,105,30,483,Shadow Claw (Lv 0); Scary Face (Lv 1); Astonish (Lv 1); Protect (Lv 1); Haze (Lv 1); Night Shade (Lv 1); Disable (Lv 12); Brutal Swing (Lv 16); Crafty Shield (Lv 20); Hex (Lv 24); Mean Look (Lv 28); Slam (Lv 32); Curse (Lv 38); Shadow Ball (Lv 44); Earthquake (Lv 50); Power Split (Lv 56); Guard Split (Lv 56); Destiny Bond (Lv 62)
868,Milcery,Fairy,,45,40,40,50,61,34,270,Tackle (Lv 1); Aromatic Mist (Lv 1); Sweet Kiss (Lv 5); Sweet Scent (Lv 10); Draining Kiss (Lv 15); Charm (Lv 20); Attract (Lv 25); Acid Armor (Lv 30); Dazzling Gleam (Lv 35); Recover (Lv 40); Misty Terrain (Lv 45); Entrainment (Lv 50)
869,Alcremie,Fairy,,65,60,75,110,121,64,495,Decorate (Lv 0); Tackle (Lv 1); Sweet Kiss (Lv 1); Sweet Scent (Lv 1); Aromatic Mist (Lv 1); Draining Kiss (Lv 15); Charm (Lv 20); Attract (Lv 25); Acid Armor (Lv 30); Dazzling Gleam (Lv 35); Recover (Lv 40); Misty Terrain (Lv 45); Entrainment (Lv 50)
870,Falinks,Fighting,,65,100,100,70,60,75,470,Tackle (Lv 1); Protect (Lv 1); Rock Smash (Lv 5); Focus Energy (Lv 10); Headbutt (Lv 15); Bulk Up (Lv 20); Endure (Lv 25); Reversal (Lv 30); First Impression (Lv 35); No Retreat (Lv 40); Iron Defense (Lv 45); Close Combat (Lv 50); Megahorn (Lv 55); Counter (Lv 60)
871,Pincurchin,Electric,,48,101,95,91,85,15,435,Peck (Lv 1); Thunder Shock (Lv 1); Water Gun (Lv 5); Charge (Lv 10); Fury Attack (Lv 15); Spark (Lv 20); Bubble Beam (Lv 25); Recover (Lv 30); Curse (Lv 35); Electric Terrain (Lv 40); Poison Jab (Lv 45); Zing Zap (Lv 50); Acupressure (Lv 55); Discharge (Lv 60)
872,Snom,Ice,Bug,30,25,35,45,30,20,185,Struggle Bug (Lv 1); Powder Snow (Lv 1)
873,Frosmoth,Ice,Bug,70,65,60,125,90,65,475,Icy Wind (Lv 0); Struggle Bug (Lv 1); Powder Snow (Lv 1); Attract (Lv 1); Helping Hand (Lv 1); Stun Spore (Lv 4); Infestation (Lv 8); Mist (Lv 12); Defog (Lv 16); Feather Dance (Lv 21); Aurora Beam (Lv 24); Snowscape (Lv 28); Bug Buzz (Lv 32); Aurora Veil (Lv 36); Blizzard (Lv 40); Tailwind (Lv 44); Wide Guard (Lv 48); Quiver Dance (Lv 52)
874,Stonjourner,Rock,,100,125,135,20,20,70,470,Rock Throw (Lv 1); Block (Lv 1); Rock Polish (Lv 6); Rock Tomb (Lv 12); Gravity (Lv 18); Stomp (Lv 24); Stealth Rock (Lv 30); Rock Slide (Lv 36); Body Slam (Lv 42); Wide Guard (Lv 48); Heavy Slam (Lv 54); Stone Edge (Lv 60); Mega Kick (Lv 66)
875,Eiscue,Ice,,75,80,110,65,90,50,470,Tackle (Lv 1); Powder Snow (Lv 1); Mist (Lv 6); Weather Ball (Lv 12); Icy Wind (Lv 18); Headbutt (Lv 24); Amnesia (Lv 30); Freeze-Dry (Lv 36); Snowscape (Lv 42); Aurora Veil (Lv 48); Surf (Lv 54); Blizzard (Lv 60)
876,Indeedee,Psychic,Normal,60,65,55,105,95,95,475,Stored Power (Lv 1); Play Nice (Lv 1); Encore (Lv 5); Disarming Voice (Lv 10); Psybeam (Lv 15); Helping Hand (Lv 20); After You (Lv 25); Healing Wish (Lv 30); Psychic (Lv 35); Calm Mind (Lv 40); Power Split (Lv 45); Psychic Terrain (Lv 50); Last Resort (Lv 55)
877,Morpeko,Electric,Dark,58,95,58,70,58,97,436,Tail Whip (Lv 1); Thunder Shock (Lv 1); Leer (Lv 5); Power Trip (Lv 10); Quick Attack (Lv 15); Flatter (Lv 20); Bite (Lv 25); Spark (Lv 30); Torment (Lv 35); Agility (Lv 40); Bullet Seed (Lv 45); Crunch (Lv 50); Aura Wheel (Lv 55); Thrash (Lv 60)
878,Cufant,Steel,,72,80,49,40,49,40,330,Tackle (Lv 1); Growl (Lv 1); Rollout (Lv 5); Rock Smash (Lv 10); Bulldoze (Lv 15); Stomp (Lv 20); Iron Defense (Lv 25); Dig (Lv 30); Strength (Lv 35); Iron Head (Lv 40); Play Rough (Lv 45); High Horsepower (Lv 50); Superpower (Lv 55)
879,Copperajah,Steel,,122,130,69,80,69,30,500,Heavy Slam (Lv 0); Tackle (Lv 1); Growl (Lv 1); Rollout (Lv 1); Rock Smash (Lv 1); Bulldoze (Lv 15); Stomp (Lv 20); Iron Defense (Lv 25); Dig (Lv 30); Strength (Lv 37); Iron Head (Lv 44); Play Rough (Lv 51); High Horsepower (Lv 58); Superpower (Lv 65)
880,Dracozolt,Electric,Dragon,90,100,90,80,70,75,505,Tackle (Lv 1); Thunder Shock (Lv 1); Charge (Lv 7); Aerial Ace (Lv 14); Ancient Power (Lv 21); Pluck (Lv 28); Dragon Tail (Lv 35); Stomp (Lv 42); Slam (Lv 49); Discharge (Lv 56); Bolt Beak (Lv 63); Dragon Pulse (Lv 70); Dragon Rush (Lv 77)
881,Arctozolt,Electric,Ice,90,100,90,90,80,55,505,Powder Snow (Lv 1); Thunder Shock (Lv 1); Charge (Lv 7); Echoed Voice (Lv 14); Ancient Power (Lv 21); Pluck (Lv 28); Avalanche (Lv 35); Freeze-Dry (Lv 42); Slam (Lv 49); Discharge (Lv 56); Bolt Beak (Lv 63); Icicle Crash (Lv 70); Blizzard (Lv 77)
882,Dracovish,Water,Dragon,90,90,100,70,80,75,505,Tackle (Lv 1); Water Gun (Lv 1); Protect (Lv 7); Brutal Swing (Lv 14); Ancient Power (Lv 21); Bite (Lv 28); Dragon Breath (Lv 35); Stomp (Lv 42); Super Fang (Lv 49); Crunch (Lv 56); Fishious Rend (Lv 63); Dragon Pulse (Lv 70); Dragon Rush (Lv 77)
883,Arctovish,Water,Ice,90,90,100,80,90,55,505,Powder Snow (Lv 1); Water Gun (Lv 1); Protect (Lv 7); Icy Wind (Lv 14); Ancient Power (Lv 21); Bite (Lv 28); Aurora Veil (Lv 35); Freeze-Dry (Lv 42); Super Fang (Lv 49); Crunch (Lv 56); Fishious Rend (Lv 63); Icicle Crash (Lv 70); Blizzard (Lv 77)
884,Duraludon,Steel,Dragon,70,95,115,120,50,85,535,Leer (Lv 1); Metal Claw (Lv 1); Rock Smash (Lv 6); Hone Claws (Lv 12); Metal Sound (Lv 18); Breaking Swipe (Lv 24); Dragon Tail (Lv 30); Iron Defense (Lv 36); Focus Energy (Lv 42); Dragon Claw (Lv 48); Flash Cannon (Lv 54); Metal Burst (Lv 60); Hyper Beam (Lv 66)
885,Dreepy,Dragon,Ghost,28,60,30,40,30,82,270,Bite (Lv 1); Quick Attack (Lv 1); Astonish (Lv 1); Infestation (Lv 1)
886,Drakloak,Dragon,Ghost,68,80,50,60,50,102,410,Dragon Pulse (Lv 0); Infestation (Lv 1); Bite (Lv 1); Quick Attack (Lv 1); Astonish (Lv 1); Lock-On (Lv 6); Assurance (Lv 12); Hex (Lv 18); Agility (Lv 24); Double Hit (Lv 30); U-turn (Lv 36); Dragon Dance (Lv 42); Phantom Force (Lv 48); Take Down (Lv 54); Dragon Rush (Lv 61); Double-Edge (Lv 66); Last Resort (Lv 72)
887,Dragapult,Dragon,Ghost,88,120,75,100,75,142,600,Dragon Darts (Lv 0); Bite (Lv 1); Quick Attack (Lv 1); Dragon Breath (Lv 1); Astonish (Lv 1); Infestation (Lv 1); Lock-On (Lv 6); Assurance (Lv 12); Hex (Lv 18); Agility (Lv 24); Double Hit (Lv 30); U-turn (Lv 36); Dragon Dance (Lv 42); Phantom Force (Lv 48); Take Down (Lv 54); Dragon Rush (Lv 63); Double-Edge (Lv 70); Last Resort (Lv 78)
888,Zacian,Fairy,,92,120,115,80,115,138,660,Bite (Lv 1); Quick Attack (Lv 1); Metal Claw (Lv 1); Howl (Lv 1); Quick Guard (Lv 1); Sacred Sword (Lv 1); Slash (Lv 11); Swords Dance (Lv 22); Iron Head (Lv 33); Noble Roar (Lv 44); Crunch (Lv 55); Moonblast (Lv 66); Close Combat (Lv 77); Giga Impact (Lv 88)
889,Zamazenta,Fighting,,92,120,115,80,115,138,660,Bite (Lv 1); Quick Attack (Lv 1); Metal Claw (Lv 1); Howl (Lv 1); Wide Guard (Lv 1); Slash (Lv 11); Iron Defense (Lv 22); Iron Head (Lv 33); Metal Burst (Lv 44); Crunch (Lv 55); Moonblast (Lv 66); Close Combat (Lv 77); Giga Impact (Lv 88)
890,Eternatus,Poison,Dragon,140,85,95,145,95,130,690,Agility (Lv 1); Confuse Ray (Lv 1); Poison Tail (Lv 1); Dragon Tail (Lv 1); Toxic (Lv 8); Venoshock (Lv 16); Dragon Dance (Lv 24); Cross Poison (Lv 32); Dragon Pulse (Lv 40); Flamethrower (Lv 48); Dynamax Cannon (Lv 56); Cosmic Power (Lv 64); Recover (Lv 72); Hyper Beam (Lv 80); Outrage (Lv 88)
891,Kubfu,Fighting,,60,90,60,53,50,72,385,Leer (Lv 1); Rock Smash (Lv 1); Endure (Lv 4); Focus Energy (Lv 8); Aerial Ace (Lv 12); Scary Face (Lv 16); Headbutt (Lv 20); Brick Break (Lv 24); Detect (Lv 28); Bulk Up (Lv 32); Iron Head (Lv 36); Dynamic Punch (Lv 40); Counter (Lv 44); Close Combat (Lv 48); Focus Punch (Lv 52)
892,Urshifu,Fighting,Dark,100,130,100,63,60,97,550,Wicked Blow (Lv 0); Endure (Lv 1); Sucker Punch (Lv 1); Rock Smash (Lv 1); Leer (Lv 1); Focus Energy (Lv 1); Aerial Ace (Lv 12); Scary Face (Lv 16); Headbutt (Lv 20); Brick Break (Lv 24); Detect (Lv 28); Bulk Up (Lv 32); Iron Head (Lv 36); Dynamic Punch (Lv 40); Counter (Lv 44); Close Combat (Lv 48); Focus Punch (Lv 52)
893,Zarude,Dark,Grass,105,120,105,70,95,105,600,Scratch (Lv 1); Bind (Lv 1); Leer (Lv 6); Vine Whip (Lv 12); Growth (Lv 18); Fury Swipes (Lv 24); Scary Face (Lv 30); Grass Knot (Lv 36); Bite (Lv 42); U-turn (Lv 48); Swagger (Lv 54); Energy Ball (Lv 60); Synthesis (Lv 66); Hammer Arm (Lv 72); Thrash (Lv 78); Power Whip (Lv 84); Jungle Healing (Lv 90)
894,Regieleki,Electric,,80,100,50,100,50,200,580,Thunder Shock (Lv 1); Rapid Spin (Lv 1); Electroweb (Lv 6); Ancient Power (Lv 12); Shock Wave (Lv 18); Thunder Wave (Lv 24); Extreme Speed (Lv 30); Thunder Cage (Lv 36); Thunderbolt (Lv 42); Magnet Rise (Lv 48); Thrash (Lv 54); Lock-On (Lv 60); Zap Cannon (Lv 66); Hyper Beam (Lv 72); Explosion (Lv 78)
895,Regidrago,Dragon,,200,100,50,100,50,80,580,Twister (Lv 1); Bite (Lv 6); Ancient Power (Lv 12); Dragon Breath (Lv 18); Crunch (Lv 30); Dragon Claw (Lv 36); Hammer Arm (Lv 42); Dragon Dance (Lv 48); Thrash (Lv 54); Focus Energy (Lv 60); Dragon Energy (Lv 66); Hyper Beam (Lv 72); Explosion (Lv 78)
896,Glastrier,Ice,,100,145,130,65,110,30,580,Tackle (Lv 1); Tail Whip (Lv 1); Double Kick (Lv 6); Avalanche (Lv 12); Stomp (Lv 18); Torment (Lv 24); Mist (Lv 30); Icicle Crash (Lv 36); Take Down (Lv 42); Iron Defense (Lv 48); Thrash (Lv 54); Taunt (Lv 60); Double-Edge (Lv 66); Swords Dance (Lv 72)
897,Spectrier,Ghost,,100,65,60,145,80,130,580,Tackle (Lv 1); Tail Whip (Lv 1); Double Kick (Lv 6); Hex (Lv 12); Stomp (Lv 18); Confuse Ray (Lv 24); Haze (Lv 30); Shadow Ball (Lv 36); Take Down (Lv 42); Agility (Lv 48); Thrash (Lv 54); Disable (Lv 60); Double-Edge (Lv 66); Nasty Plot (Lv 72)
898,Calyrex,Psychic,Grass,100,80,80,80,80,80,500,Pound (Lv 1); Mega Drain (Lv 1); Growth (Lv 1); Confusion (Lv 1); Life Dew (Lv 8); Giga Drain (Lv 16); Psyshock (Lv 24); Helping Hand (Lv 32); Grassy Terrain (Lv 40); Psychic Terrain (Lv 40); Energy Ball (Lv 48); Psychic (Lv 56); Leech Seed (Lv 64); Heal Pulse (Lv 72); Solar Beam (Lv 80); Future Sight (Lv 88)
899,Wyrdeer,Normal,Psychic,103,105,72,105,75,65,525,Psyshield Bash (Lv 0); Tackle (Lv 1); Leer (Lv 3); Astonish (Lv 7); Hypnosis (Lv 10); Stomp (Lv 13); Sand Attack (Lv 16); Take Down (Lv 21); Confuse Ray (Lv 23); Calm Mind (Lv 27); Role Play (Lv 32); Zen Headbutt (Lv 37); Imprison (Lv 49); Double-Edge (Lv 55); Megahorn (Lv 62)
900,Kleavor,Bug,Rock,70,135,95,45,70,85,500,Stone Axe (Lv 0); Leer (Lv 1); Quick Attack (Lv 1); Fury Cutter (Lv 4); False Swipe (Lv 8); Smack Down (Lv 12); Double Team (Lv 16); Double Hit (Lv 20); Slash (Lv 24); Focus Energy (Lv 28); Agility (Lv 32); Rock Slide (Lv 36); X-Scissor (Lv 40); Swords Dance (Lv 44)
901,Ursaluna,Ground,Normal,130,140,105,45,80,50,550,Headlong Rush (Lv 0); Fake Tears (Lv 1); Covet (Lv 1); Scratch (Lv 1); Leer (Lv 1); Lick (Lv 1); Fury Swipes (Lv 8); Payback (Lv 13); Sweet Scent (Lv 17); Slash (Lv 22); Play Nice (Lv 25); Play Rough (Lv 29); Scary Face (Lv 35); Rest (Lv 41); Snore (Lv 41); High Horsepower (Lv 48); Thrash (Lv 56); Hammer Arm (Lv 64)
902,Basculegion,Water,Ghost,120,112,65,80,75,78,530,Shadow Ball (Lv 1); Tail Whip (Lv 1); Water Gun (Lv 1); Phantom Force (Lv 1); Tackle (Lv 4); Flail (Lv 8); Aqua Jet (Lv 12); Bite (Lv 16); Scary Face (Lv 20); Headbutt (Lv 24); Soak (Lv 28); Crunch (Lv 32); Take Down (Lv 36); Uproar (Lv 40); Wave Crash (Lv 44); Thrash (Lv 48); Double-Edge (Lv 52); Head Smash (Lv 56)
903,Sneasler,Fighting,Poison,80,130,60,40,80,120,510,Dire Claw (Lv 0); Scratch (Lv 1); Leer (Lv 1); Rock Smash (Lv 1); Fling (Lv 1); Taunt (Lv 6); Quick Attack (Lv 12); Metal Claw (Lv 18); Poison Jab (Lv 24); Brick Break (Lv 30); Hone Claws (Lv 36); Slash (Lv 42); Agility (Lv 48); Screech (Lv 54); Close Combat (Lv 60)
904,Overqwil,Dark,Poison,85,115,95,65,65,85,510,Tackle (Lv 1); Poison Sting (Lv 1); Harden (Lv 4); Bite (Lv 8); Fell Stinger (Lv 12); Minimize (Lv 16); Spikes (Lv 20); Brine (Lv 24); Barb Barrage (Lv 28); Pin Missile (Lv 32); Toxic Spikes (Lv 36); Stockpile (Lv 40); Spit Up (Lv 40); Toxic (Lv 44); Crunch (Lv 48); Acupressure (Lv 52); Destiny Bond (Lv 56)
905,Enamorus,Fairy,Flying,74,115,70,135,80,106,580,Astonish (Lv 1); Fairy Wind (Lv 1); Torment (Lv 5); Flatter (Lv 10); Twister (Lv 15); Draining Kiss (Lv 20); Iron Defense (Lv 25); Imprison (Lv 30); Mystical Fire (Lv 35); Dazzling Gleam (Lv 40); Extrasensory (Lv 45); Uproar (Lv 50); Superpower (Lv 55); Healing Wish (Lv 60); Moonblast (Lv 65); Outrage (Lv 70); Springtide Storm (Lv 75)
906,Sprigatito,Grass,,40,61,54,45,45,65,310,Scratch (Lv 1); Tail Whip (Lv 1); Leafage (Lv 1); Bite (Lv 7); Hone Claws (Lv 10); Magical Leaf (Lv 13); Quick Attack (Lv 15); Seed Bomb (Lv 17); U-turn (Lv 21); Worry Seed (Lv 25); Slash (Lv 28); Energy Ball (Lv 32); Play Rough (Lv 36)
907,Floragato,Grass,,61,80,63,60,63,83,410,Scratch (Lv 1); Tail Whip (Lv 1); Leafage (Lv 1); Bite (Lv 7); Hone Claws (Lv 10); Magical Leaf (Lv 13); Quick Attack (Lv 15); Seed Bomb (Lv 20); U-turn (Lv 24); Worry Seed (Lv 28); Slash (Lv 33); Energy Ball (Lv 38); Play Rough (Lv 42); Leaf Storm (Lv 46)
908,Meowscarada,Grass,Dark,76,110,70,81,70,123,530,Flower Trick (Lv 0); Leafage (Lv 1); Scratch (Lv 1); Tail Whip (Lv 1); Bite (Lv 7); Hone Claws (Lv 10); Magical Leaf (Lv 13); Quick Attack (Lv 15); Seed Bomb (Lv 20); U-turn (Lv 24); Worry Seed (Lv 29); Slash (Lv 33); Night Slash (Lv 38); Energy Ball (Lv 42); Play Rough (Lv 47); Knock Off (Lv 52); Grassy Terrain (Lv 58); Leaf Storm (Lv 64)
909,Fuecoco,Fire,,67,45,59,63,40,36,310,Tackle (Lv 1); Leer (Lv 1); Ember (Lv 1); Round (Lv 7); Bite (Lv 12); Incinerate (Lv 15); Yawn (Lv 17); Snarl (Lv 21); Roar (Lv 25); Flamethrower (Lv 28); Hyper Voice (Lv 32); Fire Blast (Lv 36)
910,Crocalor,Fire,,81,55,78,90,58,49,411,Tackle (Lv 1); Leer (Lv 1); Ember (Lv 1); Lick (Lv 7); Round (Lv 10); Bite (Lv 12); Yawn (Lv 15); Incinerate (Lv 17); Snarl (Lv 24); Roar (Lv 28); Flamethrower (Lv 32); Hyper Voice (Lv 38); Will-O-Wisp (Lv 42); Fire Blast (Lv 47)
911,Skeledirge,Fire,Ghost,104,75,100,110,75,66,530,Torch Song (Lv 0); Ember (Lv 1); Tackle (Lv 1); Leer (Lv 1); Lick (Lv 7); Round (Lv 10); Scary Face (Lv 12); Bite (Lv 15); Incinerate (Lv 17); Snarl (Lv 24); Roar (Lv 28); Flamethrower (Lv 32); Shadow Ball (Lv 38); Hyper Voice (Lv 42); Will-O-Wisp (Lv 47); Hex (Lv 47); Fire Blast (Lv 58); Overheat (Lv 64)
912,Quaxly,Water,,55,65,45,50,45,50,310,Pound (Lv 1); Growl (Lv 1); Water Gun (Lv 1); Work Up (Lv 7); Wing Attack (Lv 10); Aqua Jet (Lv 13); Double Hit (Lv 17); Aqua Cutter (Lv 21); Air Slash (Lv 24); Focus Energy (Lv 28); Acrobatics (Lv 31); Liquidation (Lv 35)
913,Quaxwell,Water,,70,85,65,65,60,65,410,Pound (Lv 1); Growl (Lv 1); Water Gun (Lv 1); Double Hit (Lv 1); Work Up (Lv 7); Wing Attack (Lv 10); Aqua Jet (Lv 13); Water Pulse (Lv 17); Low Sweep (Lv 19); Aqua Cutter (Lv 23); Air Slash (Lv 27); Focus Energy (Lv 32); Acrobatics (Lv 38); Liquidation (Lv 43); Feather Dance (Lv 48)
914,Quaquaval,Water,Fighting,85,120,80,85,75,85,530,Aqua Step (Lv 0); Pound (Lv 1); Growl (Lv 1); Water Gun (Lv 1); Double Hit (Lv 1); Work Up (Lv 7); Wing Attack (Lv 10); Aqua Jet (Lv 13); Water Pulse (Lv 17); Low Sweep (Lv 17); Aqua Cutter (Lv 21); Air Slash (Lv 27); Focus Energy (Lv 32); Mega Kick (Lv 38); Acrobatics (Lv 43); Liquidation (Lv 47); Feather Dance (Lv 52); Close Combat (Lv 58); Wave Crash (Lv 64)
915,Lechonk,Normal,,54,45,40,35,45,35,254,Tackle (Lv 1); Tail Whip (Lv 1); Disarming Voice (Lv 5); Echoed Voice (Lv 8); Mud Shot (Lv 12); Covet (Lv 15); Dig (Lv 17); Headbutt (Lv 21); Yawn (Lv 24); Take Down (Lv 27); Work Up (Lv 30); Uproar (Lv 32); Double-Edge (Lv 35)
916,Oinkologne,Normal,,110,100,75,59,80,65,489,Tackle (Lv 1); Tail Whip (Lv 1); Disarming Voice (Lv 5); Echoed Voice (Lv 8); Mud Shot (Lv 12); Covet (Lv 15); Dig (Lv 17); Headbutt (Lv 23); Take Down (Lv 26); Yawn (Lv 27); Work Up (Lv 34); Uproar (Lv 38); Double-Edge (Lv 42); Earth Power (Lv 48); Belch (Lv 54)
917,Tarountula,Bug,,35,41,45,29,40,20,210,Tackle (Lv 1); String Shot (Lv 1); Struggle Bug (Lv 5); Assurance (Lv 8); Feint (Lv 11); Bug Bite (Lv 14); Block (Lv 18); Counter (Lv 22); Headbutt (Lv 25); Sticky Web (Lv 29); Gastro Acid (Lv 33); Circle Throw (Lv 36); Throat Chop (Lv 40); Skitter Smack (Lv 44)
918,Spidops,Bug,,60,79,92,52,86,35,404,Silk Trap (Lv 0); Tackle (Lv 1); String Shot (Lv 1); Struggle Bug (Lv 5); Assurance (Lv 8); Feint (Lv 11); Bug Bite (Lv 14); Block (Lv 19); Counter (Lv 24); Headbutt (Lv 28); Sticky Web (Lv 33); Gastro Acid (Lv 37); Circle Throw (Lv 41); Throat Chop (Lv 45); Skitter Smack (Lv 49)
919,Nymble,Bug,,33,46,40,21,25,45,210,Tackle (Lv 1); Leer (Lv 1); Struggle Bug (Lv 4); Astonish (Lv 6); Assurance (Lv 9); Double Kick (Lv 11); Screech (Lv 14); Endure (Lv 18); Bug Bite (Lv 22); Feint (Lv 26); Agility (Lv 30); Sucker Punch (Lv 38); First Impression (Lv 41)
920,Lokix,Bug,Dark,71,102,78,52,55,92,450,Lunge (Lv 0); Tackle (Lv 1); Leer (Lv 1); Low Kick (Lv 1); Detect (Lv 1); Struggle Bug (Lv 4); Astonish (Lv 6); Assurance (Lv 9); Double Kick (Lv 11); Screech (Lv 14); Endure (Lv 18); Bug Bite (Lv 22); Feint (Lv 28); Agility (Lv 32); Throat Chop (Lv 36); Sucker Punch (Lv 40); First Impression (Lv 44); Bounce (Lv 48); Axe Kick (Lv 53)
921,Pawmi,Electric,,45,50,20,40,25,60,240,Scratch (Lv 1); Growl (Lv 1); Thunder Shock (Lv 3); Quick Attack (Lv 6); Charge (Lv 8); Nuzzle (Lv 12); Dig (Lv 15); Bite (Lv 19); Spark (Lv 23); Thunder Wave (Lv 27); Entrainment (Lv 31); Slam (Lv 35); Discharge (Lv 38); Agility (Lv 40); Wild Charge (Lv 44)
922,Pawmo,Electric,Fighting,60,75,40,50,40,85,350,Arm Thrust (Lv 0); Scratch (Lv 1); Growl (Lv 1); Thunder Shock (Lv 3); Quick Attack (Lv 6); Charge (Lv 8); Nuzzle (Lv 12); Dig (Lv 15); Bite (Lv 19); Spark (Lv 23); Thunder Wave (Lv 27); Slam (Lv 32); Entrainment (Lv 38); Discharge (Lv 42); Agility (Lv 46); Wild Charge (Lv 52)
923,Pawmot,Electric,Fighting,70,115,70,70,60,105,490,Revival Blessing (Lv 0); Scratch (Lv 1); Growl (Lv 1); Wild Charge (Lv 1); Thunder Shock (Lv 3); Quick Attack (Lv 6); Charge (Lv 8); Nuzzle (Lv 12); Dig (Lv 15); Bite (Lv 19); Spark (Lv 23); Arm Thrust (Lv 25); Thunder Wave (Lv 29); Slam (Lv 33); Entrainment (Lv 39); Close Combat (Lv 44); Discharge (Lv 49); Agility (Lv 54); Double Shock (Lv 60)
924,Tandemaus,Normal,,50,50,45,40,45,75,305,Pound (Lv 1); Baby-Doll Eyes (Lv 1); Echoed Voice (Lv 5); Helping Hand (Lv 8); Super Fang (Lv 11); Double Hit (Lv 14); Bullet Seed (Lv 18); Encore (Lv 22); Play Rough (Lv 26); Hyper Voice (Lv 30); Charm (Lv 33); Beat Up (Lv 37); Copycat (Lv 41); Population Bomb (Lv 46)
925,Maushold,Normal,,74,75,70,65,75,111,470,Pound (Lv 1); Follow Me (Lv 1); Baby-Doll Eyes (Lv 1); Tidy Up (Lv 1); Echoed Voice (Lv 5); Helping Hand (Lv 8); Super Fang (Lv 11); Double Hit (Lv 14); Bullet Seed (Lv 18); Encore (Lv 22); Play Rough (Lv 29); Hyper Voice (Lv 33); Charm (Lv 37); Beat Up (Lv 41); Copycat (Lv 46); Population Bomb (Lv 53)
926,Fidough,Fairy,,37,55,70,30,55,65,312,Tackle (Lv 1); Growl (Lv 1); Lick (Lv 3); Tail Whip (Lv 6); Covet (Lv 8); Bite (Lv 11); Baby-Doll Eyes (Lv 15); Play Rough (Lv 18); Work Up (Lv 22); Baton Pass (Lv 26); Roar (Lv 30); Double-Edge (Lv 33); Charm (Lv 36); Crunch (Lv 40); Last Resort (Lv 45)
927,Dachsbun,Fairy,,57,80,115,50,80,95,477,Tackle (Lv 1); Growl (Lv 1); Lick (Lv 3); Tail Whip (Lv 6); Covet (Lv 8); Bite (Lv 11); Baby-Doll Eyes (Lv 15); Play Rough (Lv 18); Work Up (Lv 22); Baton Pass (Lv 29); Roar (Lv 33); Double-Edge (Lv 38); Charm (Lv 42); Crunch (Lv 47); Last Resort (Lv 53)
